l1_r,l2_r,recovery,h_emp,l1,l2
91.62717845918182,0.5883680733598993,1,1.7680300660777883,1.328647263653567,0.008531678524172814
100.73989630509999,0.5883680733598993,1,1.6808585546703,1.4607869610013349,0.008531678524172814
109.85261415101817,0.5883680733598993,1,1.612621506468023,1.5929266583491029,0.008531678524172814
118.96533199693636,0.5883680733598993,1,1.5584332306884687,1.725066355696871,0.008531678524172814
128.07804984285454,0.5883680733598993,1,1.514836171745054,1.857206053044639,0.008531678524172814
137.19076768877272,0.5883680733598993,1,1.4793376382967616,1.9893457503924072,0.008531678524172814
146.3034855346909,0.5883680733598993,1,1.4501123561952647,2.1214854477401754,0.008531678524172814
155.4162033806091,0.5883680733598993,1,1.425805283456982,2.2536251450879434,0.008531678524172814
164.52892122652727,0.5883680733598993,1,1.405397747044106,2.3857648424357114,0.008531678524172814
173.64163907244549,0.5883680733598993,1,1.3881148952252704,2.51790453978348,0.008531678524172814
182.75435691836364,0.5883680733598993,1,1.3733607606428466,2.650044237131248,0.008531678524172814
191.86707476428182,0.5883680733598993,1,1.3606721118269591,2.782183934479016,0.008531678524172814
200.9797926102,0.5883680733598993,1,1.349685275511096,2.914323631826784,0.008531678524172814
210.0925104561182,0.5883680733598993,1,1.3401120241260913,3.0464633291745518,0.008531678524172814
219.20522830203635,0.5883680733598993,1,1.3317218693395956,3.1786030265223197,0.008531678524172814
228.31794614795456,0.5883680733598993,1,1.3243289296389977,3.310742723870088,0.008531678524172814
237.43066399387274,0.5883680733598993,1,1.3177820963862459,3.442882421217856,0.008531678524172814
246.54338183979092,0.5883680733598993,0,1.311957601383953,3.575022118565624,0.008531678524172814
255.65609968570908,0.5883680733598993,0,1.3067533492275065,3.707161815913392,0.008531678524172814
264.7688175316273,0.5883680733598993,0,1.3020845582808975,3.83930151326116,0.008531678524172814
273.88153537754545,0.5883680733598993,0,1.2978803805333095,3.9714412106089285,0.008531678524172814
282.9942532234636,0.5883680733598993,0,1.2940812598861207,4.103580907956696,0.008531678524172814
292.1069710693818,0.5883680733598993,0,1.2906368520343707,4.235720605304464,0.008531678524172814
301.2196889153,0.5883680733598993,0,1.2875043748113024,4.3678603026522325,0.008531678524172814
310.3324067612181,0.5883680733598993,0,1.2846472909738749,4.5,0.008531678524172814
0.5,0.8410494135914796,0,250.7023604879212,0.007250290175886264,0.012195704601594415
9.612717845918182,0.8410494135914796,1,13.079911977708438,0.13938998752365434,0.012195704601594415
18.725435691836363,0.8410494135914796,1,6.77206302721909,0.27152968487142237,0.012195704601594415
27.838153537754543,0.8410494135914796,1,4.619304671853745,0.4036693822191904,0.012195704601594415
36.95087138367273,0.8410494135914796,1,3.5479377216312744,0.5358090795669586,0.012195704601594415
46.06358922959091,0.8410494135914796,1,2.916492554419667,0.6679487769147266,0.012195704601594415
55.17630707550909,0.8410494135914796,1,2.5071211539393996,0.8000884742624946,0.012195704601594415
64.28902492142727,0.8410494135914796,1,2.2252760406580254,0.9322281716102627,0.012195704601594415
73.40174276734545,0.8410494135914796,1,2.023129621813932,1.0643678689580307,0.012195704601594415
82.51446061326362,0.8410494135914796,1,1.8737794397896754,1.1965075663057987,0.012195704601594415
91.62717845918182,0.8410494135914796,1,1.7608799778979687,1.328647263653567,0.012195704601594415
100.73989630509999,0.8410494135914796,1,1.6739197178961864,1.4607869610013349,0.012195704601594415
109.85261415101817,0.8410494135914796,1,1.6058507396541386,1.5929266583491029,0.012195704601594415
118.96533199693636,0.8410494135914796,1,1.5517994749753952,1.725066355696871,0.012195704601594415
128.07804984285454,0.8410494135914796,1,1.5083162967905943,1.857206053044639,0.012195704601594415
137.19076768877272,0.8410494135914796,1,1.472913864270442,1.9893457503924072,0.012195704601594415
146.3034855346909,0.8410494135914796,1,1.4437706434625992,2.1214854477401754,0.012195704601594415
155.4162033806091,0.8410494135914796,1,1.4195343020640765,2.2536251450879434,0.012195704601594415
164.52892122652727,0.8410494135914796,1,1.3991881961484844,2.3857648424357114,0.012195704601594415
173.64163907244549,0.8410494135914796,1,1.3819590372680899,2.51790453978348,0.012195704601594415
182.75435691836364,0.8410494135914796,1,1.3672520907111934,2.650044237131248,0.012195704601594415
191.86707476428182,0.8410494135914796,1,1.3546051149372271,2.782183934479016,0.012195704601594415
200.9797926102,0.8410494135914796,1,1.3436552431771873,2.914323631826784,0.012195704601594415
210.0925104561182,0.8410494135914796,1,1.3341149123801488,3.0464633291745518,0.012195704601594415
219.20522830203635,0.8410494135914796,1,1.3257541867249427,3.1786030265223197,0.012195704601594415
228.31794614795456,0.8410494135914796,1,1.3183876475134402,3.310742723870088,0.012195704601594415
237.43066399387274,0.8410494135914796,1,1.3118645762366008,3.442882421217856,0.012195704601594415
246.54338183979092,0.8410494135914796,0,1.306061535364424,3.575022118565624,0.012195704601594415
255.65609968570908,0.8410494135914796,0,1.300876711136546,3.707161815913392,0.012195704601594415
264.7688175316273,0.8410494135914796,0,1.2962255628787607,3.83930151326116,0.012195704601594415
273.88153537754545,0.8410494135914796,0,1.2920374495895415,3.9714412106089285,0.012195704601594415
282.9942532234636,0.8410494135914796,0,1.2882529937009486,4.103580907956696,0.012195704601594415
292.1069710693818,0.8410494135914796,0,1.2848220054423982,4.235720605304464,0.012195704601594415
301.2196889153,0.8410494135914796,0,1.281701836876852,4.3678603026522325,0.012195704601594415
