lambda1,lambda2,exact_recovery,TP,FP,FN,conditional_bias,iterations,lambda1_ratio,lambda2_ratio
1.849900926028414,0.004893900918477494,0,6,0,4,0.8826537936908562,5000,44.30563407483538,0.1172102679888243
1.9070579365957834,0.004893900918477494,0,5,0,5,0.8866024700210037,5000,45.67456013967398,0.1172102679888243
1.964214947163153,0.004893900918477494,0,4,0,6,0.8892595161366434,5000,47.04348620451259,0.1172102679888243
2.0213719577305223,0.004893900918477494,0,3,0,7,0.8845093289077361,5000,48.412412269351194,0.1172102679888243
2.0785289682978916,0.004893900918477494,0,2,0,8,0.8706896101910909,5000,49.7813383341898,0.1172102679888243
2.135685978865261,0.004893900918477494,0,1,0,9,0.7882372004040091,5000,51.1502643990284,0.1172102679888243
2.1928429894326307,0.004893900918477494,0,1,0,9,0.8178922217485745,5000,52.51919046386701,0.1172102679888243
2.25,0.004893900918477494,0,1,0,9,0.8475472430931399,5000,53.888116528705616,0.1172102679888243
0.020876587872591997,0.006723357536499335,0,10,16,0,0.016847124468961003,5000,0.5,0.161026255284901
0.07803359843996144,0.006723357536499335,1,10,0,0,0.04490846394782698,5000,1.8689260648386057,0.161026255284901
0.13519060900733088,0.006723357536499335,1,10,0,0,0.0751634868690552,5000,3.2378521296772114,0.161026255284901
0.1923476195747003,0.006723357536499335,1,10,0,0,0.10541850979028336,5000,4.606778194515817,0.161026255284901
0.24950463014206975,0.006723357536499335,1,10,0,0,0.13567353271151134,5000,5.975704259354422,0.161026255284901
0.3066616407094392,0.006723357536499335,1,10,0,0,0.16592855563273953,5000,7.3446303241930275,0.161026255284901
0.3638186512768086,0.006723357536499335,1,10,0,0,0.19618357855396779,5000,8.713556389031634,0.161026255284901
0.42097566184417806,0.006723357536499335,1,10,0,0,0.226438601475196,5000,10.08248245387024,0.161026255284901
0.4781326724115475,0.006723357536499335,1,10,0,0,0.2566936243964241,5000,11.451408518708844,0.161026255284901
0.5352896829789169,0.006723357536499335,1,10,0,0,0.2869486473176521,5000,12.82033458354745,0.161026255284901
